,id,created_at,text
0,1066883754440966144,2018-11-26 02:38:03,@djdrock96 pizza credit
1,1066862100235071488,2018-11-26 01:12:00,d amp i made a pizza ngarlic pesto sauce mozzarella goat cheese banana pepper green pepper tofurky italian sausa https://t.co/dzssdvcpn4'
2,1066854508049940480,2018-11-26 00:41:50,@voidofghosts im sayin
3,1066786783663464448,2018-11-25 20:12:43,@peachesindreams lmao
4,1066785249168949250,2018-11-25 20:06:37,@peachesindreams yeah usually people dissociate to cope with trauma so it is an odd reality for sure fun i don't know about
5,1066783783133827075,2018-11-25 20:00:48,@verywarmhug anything gaga does is good and i will stand by that until i die
6,1066783397387866113,2018-11-25 19:59:16,@peachesindreams what lmao
7,1066781876260618240,2018-11-25 19:53:13,@verywarmhug thank you for appreciating this
8,1066776741933387776,2018-11-25 19:32:49,@derryb i wantto fuckin rt this so bad
9,1066775227248582657,2018-11-25 19:26:48,joanne by gaga but its n n carl where do you think you're goin https://t.co/dk1daxqa1m'
10,1065825569068261376,2018-11-23 04:33:12,@that_womann all the love xf0 x9f x92 x95
11,1065788518839009280,2018-11-23 02:05:58,@conorpatty23 10 10
12,1065774735567523845,2018-11-23 01:11:12,why is cleaning my paint brushes the most taxing and annoying task ever but cleaning my makeup brushes is fun and therapeutic
13,1065770659593314304,2018-11-23 00:55:00,hm lemme know whatchu think https://t.co/c587jsrmvx'
14,1065662745922732038,2018-11-22 17:46:12,@wvenuz i clicked the first one before i even read the second so just consider me voting the latter
15,1065289094702526465,2018-11-21 17:01:26,rt @wvenuz a causal evening in https://t.co/vjc1uwmhef'
16,1065107066413563904,2018-11-21 04:58:08,a casual elegant petite modest look for tuesday evening https://t.co/xer9dbbbgq'
17,1065040696535588865,2018-11-21 00:34:24,just wanted @djdrock96 to know he's the best boyfriend i could've ever asked for https://t.co/jutanduzhs'
18,1065029958999990274,2018-11-20 23:51:44,@wvenuz nah because i'm so abusive
19,1065029021434552320,2018-11-20 23:48:00,oh wait i know exactly why
20,1065028941243695104,2018-11-20 23:47:41,sometimes i just wanna know why the people i've never met have me blocked
21,1064747583552143360,2018-11-20 05:09:40,ppl b selling their dickies on depop for 38 when a brand new pair costs 20
22,1064724269886857219,2018-11-20 03:37:02,rt @chrisgolivar jake gyllenhaal coming back down the mountain after getting his cheeks clapped by heath ledger n https://t.co/j2yzsebrtk'
23,1064613588390871040,2018-11-19 20:17:13,@coreyxmccarty @wvenuz https://t.co/zkfdrspnak'
24,1064563848362057728,2018-11-19 16:59:34,@wvenuz hermaphrodite
25,1064338984795541505,2018-11-19 02:06:03,rt @dollargeneralho @emiibread anxiety attacks are for a reason panic attacks occur for no reason
26,1064325205332504576,2018-11-19 01:11:17,@wvenuz love that for you
27,1064248412491661315,2018-11-18 20:06:08,xf0 x9f x92 x8e matchy matchy xf0 x9f x92 x8e https://t.co/ljuvczvsea'
28,1064187676402884609,2018-11-18 16:04:48,@verywarmhug hahahha fuck
29,1064049176110145536,2018-11-18 06:54:27,pizza cowabunga dude
30,1063661921298042880,2018-11-17 05:15:38,@that_womann also kitty kat club
31,1063661534797283329,2018-11-17 05:14:06,@that_womann it's not really downtown but lush is fun
32,1063657331941097472,2018-11-17 04:57:24,@wvenuz both
33,1063657090667986948,2018-11-17 04:56:26,rt @bo_jangels you mad lame for this dog women don't give a fuck about your opinion go stand for the national anthem or something loser h
34,1063437539535699975,2018-11-16 14:24:01,love having dreams about my r pist gets the morning going right
35,1063230250639941632,2018-11-16 00:40:20,@coreyxmccarty a textbook catholic gurl
36,1062899012737609729,2018-11-15 02:44:07,if i move to oregon i hope @that_womann does too so she can continue to do my hair
37,1062833552377679875,2018-11-14 22:24:00,if anyone didn't know @that_womann is the best and i'm glad i have found her as my forever hair stylist https://t.co/djibgs0jpr'
38,1062577683207516162,2018-11-14 05:27:16,@that_womann i'm gonna kiss ya cheek tmrw if u let me
39,1062576513038598149,2018-11-14 05:22:37,this ones for derrick https://t.co/oorv1fg4ld'
40,1062561080092905472,2018-11-14 04:21:17,milk x wutang collab too fucking good to be that fucking expensy lol i need it
41,1062558183565209601,2018-11-14 04:09:46,super paper mario https://t.co/kkvemwdhes'
42,1062556050308653056,2018-11-14 04:01:18,@anti0xfordcomma well put
43,1062437744541134848,2018-11-13 20:11:12,i still have hella prints of these if ur interested https://t.co/9nozp0ejvl'
44,1062172004139352064,2018-11-13 02:35:14,rt @eenescreens https://t.co/2fstwbqzh1'
45,1062159991191281665,2018-11-13 01:47:30,@em0queen just like unfathomable power rn it's crazy
46,1062157732898320384,2018-11-13 01:38:32,@em0queen level up bitch
47,1062149267379445760,2018-11-13 01:04:53,@wvenuz https://t.co/oqnu4cdsdw'
48,1062148426396262400,2018-11-13 01:01:33,@wvenuz kelly kirstein's gay heart would explode
49,1062148206044299265,2018-11-13 01:00:40,@wvenuz rebecca sugs should do a crossover
50,1062142251256741888,2018-11-13 00:37:01,responding to a tweet rt instead of retweeting a power move
51,1062141900575203330,2018-11-13 00:35:37,@wvenuz rt
52,1062023878363504641,2018-11-12 16:46:38,our single origin coffee roaster follows me on insta haha
53,1061831239857065984,2018-11-12 04:01:10,i'm so in love it's borderline disgusting
54,1061819843962384385,2018-11-12 03:15:53,rt @think_become this christmas advert has been banned from tv for being too political n ni think what's happening to our rain forests shou
55,1061811016525377536,2018-11-12 02:40:48,@wvenuz yes xf0 x9f x98 xad
56,1061809916904701952,2018-11-12 02:36:26,@wvenuz
57,1061803209134616576,2018-11-12 02:09:47,v e r y stoked on this purchase ni used to own hl knee high converse when i was in elementary it has come full ci https://t.co/qnsnunywux'
58,1061783595797352448,2018-11-12 00:51:50,@conorpatty23 pussy
59,1061745823430705152,2018-11-11 22:21:45,rt @that_womann did some purple eyes todayyyy https://t.co/nnzegu1ztx'
60,1061449590178758656,2018-11-11 02:44:37,rt @diayeetes my boyfriend is sooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
61,1061396277630562304,2018-11-10 23:12:47,@echokermo this list should just say all of them lmao name one bad queen song
62,1061124830630686720,2018-11-10 05:14:09,@that_womann i love that one little green hair haha so kewt
63,1061124092252823552,2018-11-10 05:11:12,like if sky is the cutest ever https://t.co/na7w7zvpnn'
64,1061123439266795520,2018-11-10 05:08:37,where is derrick i need my toes cracked
65,1060955290487701504,2018-11-09 18:00:27,just wanted to give a quick shout out to @curologyusa and @acurebeauty for this flawless skin
66,1060951840093859840,2018-11-09 17:46:44,wow throwback to my first mental breakdown in high school https://t.co/bxtagbrrov'
67,1060950962603524096,2018-11-09 17:43:15,xf0 x9f xa6 x8b https://t.co/a2nle8xe2v'
68,1060935909720367104,2018-11-09 16:43:26,@wvenuz i think it was weird
69,1060930340892631041,2018-11-09 16:21:19,@wvenuz she followed the bakery's instagram which is on my phone and i didn't know if that would be weird if i fo https://t.co/op1hul0ku9'
70,1060927185249361926,2018-11-09 16:08:46,there's this girl who comes into the bakery and she probably thinks i'm weird cuz i tell her how adorable she is an https://t.co/ozqbc0y5ku'
71,1060842729029144576,2018-11-09 10:33:10,rt @hawillisdc white liberals at thanksgiving dinner with their racist relatives https://t.co/kpiorhluqv'
