,id,created_at,text
0,1067200172327718913,2018-11-26 23:35:23,@ketaminh @angelasnmf @drgruralmd @1feralkat @dlindgrenmd @docthewondercat @diddyrn_pnp @kayrundel0 https://t.co/q7rwz8fui6'
1,1067198853428854784,2018-11-26 23:30:08,@angelasnmf @1feralkat @mummin8r @megaholt @drgruralmd @dlindgrenmd @docthewondercat @diddyrn_pnp @ketaminh https://t.co/dauyht8rrn'
2,1067197864277725184,2018-11-26 23:26:13,@angelasnmf @drgruralmd @1feralkat @dlindgrenmd @docthewondercat @diddyrn_pnp @ketaminh @kayrundel0 https://t.co/s6heclkqky'
3,1067197328082096130,2018-11-26 23:24:05,@angelasnmf @drgruralmd @1feralkat @dlindgrenmd @docthewondercat @diddyrn_pnp @ketaminh @kayrundel0 https://t.co/7vrkfb5jrb'
4,1067196405666566144,2018-11-26 23:20:25,@emergency_cns @angelasnmf @ketaminh @dlindgrenmd @docthewondercat @katbeefulgenz @grimalkinrn @drgruralmd https://t.co/jakt4iiz0h'
5,1067195371573497856,2018-11-26 23:16:18,@1feralkat @mummin8r @megaholt @drgruralmd @dlindgrenmd @docthewondercat @diddyrn_pnp @ketaminh @angelasnmf https://t.co/mgdj7dqeyo'
6,1067194734647492608,2018-11-26 23:13:46,@1feralkat @mummin8r @megaholt @drgruralmd @dlindgrenmd @docthewondercat @diddyrn_pnp @ketaminh @angelasnmf https://t.co/48foobz50g'
7,1067193881639276545,2018-11-26 23:10:23,@angelasnmf @drgruralmd @1feralkat @dlindgrenmd @docthewondercat @diddyrn_pnp @ketaminh @kayrundel0 https://t.co/g4njf3wkhn'
8,1067192761961435141,2018-11-26 23:05:56,@1feralkat @mummin8r @megaholt @drgruralmd @dlindgrenmd @docthewondercat @diddyrn_pnp @ketaminh @angelasnmf https://t.co/iwtsnsohuc'
9,1067191751662653447,2018-11-26 23:01:55,@emergency_cns @mummin8r @1feralkat @megaholt @drgruralmd @dlindgrenmd @docthewondercat @diddyrn_pnp @ketaminh https://t.co/0ifpbuusda'
10,1067191624629813248,2018-11-26 23:01:25,@emergency_cns @mummin8r @1feralkat @megaholt @drgruralmd @dlindgrenmd @docthewondercat @diddyrn_pnp @ketaminh https://t.co/htgv02rxqq'
11,1067191033346220032,2018-11-26 22:59:04,@mummin8r @emergency_cns @1feralkat @megaholt @drgruralmd @dlindgrenmd @docthewondercat @diddyrn_pnp @ketaminh https://t.co/hjpn2r9ydu'
12,1067190541958270978,2018-11-26 22:57:07,@emergency_cns @1feralkat @mummin8r @megaholt @drgruralmd @dlindgrenmd @docthewondercat @diddyrn_pnp @ketaminh https://t.co/ubtt5tygmp'
13,1067188871081775106,2018-11-26 22:50:28,@1feralkat @mummin8r @megaholt @drgruralmd @dlindgrenmd @docthewondercat @diddyrn_pnp @ketaminh @angelasnmf https://t.co/scwttxov6l'
14,1067188075879485445,2018-11-26 22:47:19,@megaholt @drgruralmd @dlindgrenmd @ketaminh @docthewondercat @katbeefulgenz @grimalkinrn @emergency_cns https://t.co/g6wvepqmhq'
15,1067042391196979200,2018-11-26 13:08:25,@maureen_ferrari @trailrn610 @drgruralmd @emergency_cns @ketaminh @dlindgrenmd @nursingstella @_pillsandblades https://t.co/ngypzafzyy'
16,1067039861280894976,2018-11-26 12:58:22,@reeprn @nursingstella @dlindgrenmd @_pillsandblades @emergency_cns @diddyrn_pnp @ketaminh @ivy_rn1 @mummin8r https://t.co/dgxoltkydj'
17,1067029961049948161,2018-11-26 12:19:01,@caradooleyheath and massive under resourcing of policing of family violence including financial abuse
18,1067027214405791745,2018-11-26 12:08:06,rt @staffo_sez all those govt senators that stuck around to shake hands with fraser anning after his final solution speech and in the hou
19,1067026477751791617,2018-11-26 12:05:11,@drgruralmd @foreveryearning @ketaminh @dlindgrenmd @emergency_cns @nursingstella @_pillsandblades @diddyrn_pnp https://t.co/oewtgylllq'
20,1067026234171777025,2018-11-26 12:04:13,@drgruralmd @foreveryearning @ketaminh @dlindgrenmd @emergency_cns @nursingstella @_pillsandblades @diddyrn_pnp https://t.co/7esgczq9wz'
21,1067024974970421248,2018-11-26 11:59:13,@drgruralmd @foreveryearning @ketaminh @dlindgrenmd @emergency_cns @nursingstella @_pillsandblades @diddyrn_pnp https://t.co/zaghxuesch'
22,1067024247678152704,2018-11-26 11:56:19,@drgruralmd @mummin8r @emergency_cns @ketaminh @dlindgrenmd @nursingstella @_pillsandblades @diddyrn_pnp @ivy_rn1 https://t.co/1grogefppq'
23,1067023992769269761,2018-11-26 11:55:18,@drgruralmd @emergency_cns @ketaminh @dlindgrenmd @nursingstella @_pillsandblades @diddyrn_pnp @ivy_rn1 @mummin8r https://t.co/buxplezo7b'
24,1067023404409118722,2018-11-26 11:52:58,@emergency_cns @drgruralmd @ketaminh @dlindgrenmd @nursingstella @_pillsandblades @diddyrn_pnp @ivy_rn1 @mummin8r https://t.co/a2k3yksivo'
25,1067023224091828228,2018-11-26 11:52:15,@emergency_cns @drgruralmd @ketaminh @dlindgrenmd @nursingstella @_pillsandblades @diddyrn_pnp @ivy_rn1 @mummin8r https://t.co/3606leasxz'
26,1067022369431216128,2018-11-26 11:48:51,@emergency_cns @drgruralmd @ketaminh @dlindgrenmd @nursingstella @_pillsandblades @diddyrn_pnp @ivy_rn1 @mummin8r https://t.co/jzqxl27ujt'
27,1067022122088783872,2018-11-26 11:47:52,@emergency_cns @drgruralmd @ketaminh @dlindgrenmd @nursingstella @_pillsandblades @diddyrn_pnp @ivy_rn1 @mummin8r https://t.co/lktsc8nci6'
28,1067021721763438593,2018-11-26 11:46:17,@drgruralmd @ketaminh @dlindgrenmd @emergency_cns @nursingstella @_pillsandblades @diddyrn_pnp @ivy_rn1 @mummin8r https://t.co/3milyvtvfa'
29,1066997847998906368,2018-11-26 10:11:25,@emergency_cns @nursingstella @ketaminh @dlindgrenmd @_pillsandblades @diddyrn_pnp @ivy_rn1 @mummin8r @kayrundel0 https://t.co/wf5btzrzvj'
30,1066997035943964677,2018-11-26 10:08:11,rt @slopezau hey dingalings @telstra my internet and foxtel has been down since the morning n nit was meant to be fixed by 5pm and i am
31,1066996110672031744,2018-11-26 10:04:31,@nursingstella @emergency_cns @ketaminh @dlindgrenmd @_pillsandblades @diddyrn_pnp @ivy_rn1 @mummin8r @kayrundel0 https://t.co/3umhrwnya0'
32,1066989436313849856,2018-11-26 09:37:59,@nursingstella @dlindgrenmd @ketaminh @_pillsandblades @emergency_cns @diddyrn_pnp @ivy_rn1 @mummin8r @kayrundel0 https://t.co/eopi5oujuf'
33,1066988864965767168,2018-11-26 09:35:43,@christine_w86 when you are in this situation the following people blame the victims or tell the victim that they d https://t.co/4vbgekzqjh'
34,1066987367100121088,2018-11-26 09:29:46,@abrasion @jd_2070 @linzcom @denisebrailey i am looking forward to watching asic burn
35,1066986551870025728,2018-11-26 09:26:32,@tanya_plibersek @scottmorrisonmp @danielandrewsmp i arrived there when i was forced to self represent when i had s https://t.co/ofz4tighgh'
36,1066986263251546112,2018-11-26 09:25:23,rt @tanya_plibersek we have entered the twilight zone @scottmorrisonmp claiming @danielandrewsmp s win on saturday night is a ringing en
