,id,created_at,text
0,1066916459152990208,2018-11-26 04:48:00,@johna_usmcvet i am hoping that is not the truth when i served
1,1066915622913630209,2018-11-26 04:44:41,rt @1pissedpolack i just read that breastfeeding women need to wait at least 8 hours to feed their babies after being exposed to cs gas m
2,1066908273930956800,2018-11-26 04:15:29,@johna_usmcvet john you are right it seems like many think that vets agree with conservatives
3,1066906840120799232,2018-11-26 04:09:47,@anti_ss_69 so you believe active duty folks to be apolitical
4,1066894514588024832,2018-11-26 03:20:48,@anti_ss_69 so do you believe that active duty military should shoot civilians
5,1066893864110178304,2018-11-26 03:18:13,@travel5762 i don't either brother i am beside you
6,1066893124457250817,2018-11-26 03:15:17,we know we have active duty guys among our followers what are you thinking
7,1066889615787716608,2018-11-26 03:01:20,@travel5762 motherfucking brutal brother we are going to have pull the trigger on other americans
8,1066888999640326144,2018-11-26 02:58:54,@dobieblue doc i love ya this is going to be ugly
9,1066886478066642944,2018-11-26 02:48:52,alright vets trump's forces shooting tear gas into mexico is it time
10,1066885807628214273,2018-11-26 02:46:12,@foxxpawsjill @psych_hype not armed but can be these motherfuckers have no chance
11,1066878762652884992,2018-11-26 02:18:13,@psych_hype this is going to get ugly i am a vet don't own a firearm can put my hands on one in 30 minutes i l https://t.co/2h8kbkr7zi
12,1066854872908161024,2018-11-26 00:43:17,@jennobenno almost 60 and some college
13,1066832174974853120,2018-11-25 23:13:05,@siano2020 i always kept mine in a pony tail but being a machinist and 6 235 pounds with 18 inch biceps i was viewed suspiciously
14,1066817283522084864,2018-11-25 22:13:55,@jennobenno it is even worse when you have spent 7 years defending that government
15,1066815365861109760,2018-11-25 22:06:18,@siano2020 i at one point had 20 inches of salt and pepper hair wearing a leather jacket have had old white women https://t.co/mfn1suz3ex'
16,1066812876881518592,2018-11-25 21:56:24,@jazzindymo thank you for the kindness you have shown to your employees my wife and i love jazz independence aso https://t.co/babhr6fltn'
17,1066789237851189248,2018-11-25 20:22:28,rt @anikajo51003412 my #fbr party looking to connect with others who oppose trumpism n n #fbrparty n #followbackresistance ni follow back tru
18,1066789039745904640,2018-11-25 20:21:41,@1pissedpolack i just use twatwaffle or doucheweasel twitter doesn't seem to pick those up
19,1066788433165672448,2018-11-25 20:19:17,rt @maddiebarry8 xf0 x9f x98 x8d xf0 x9f x92 x96 xe2 x9d xa4 xef xb8 x8fparkland students who have worked tirelessly since the february 14 murder of students and teachers at their florida s
20,1066775090992340992,2018-11-25 19:26:16,rt @marcias49538134 @ppersnickety @redwoodhat @bbive @itmediasentinel @rprovost0705 @onestevearino @fxstguy @matthewwolfff @dpeter9898 @bu
21,1066775027704459264,2018-11-25 19:26:00,rt @ppersnickety @marcias49538134 @redwoodhat @bbive @itmediasentinel @rprovost0705 @onestevearino @fxstguy @matthewwolfff @dpeter9898 @bu
22,1066754197738086400,2018-11-25 18:03:14,@nealplot @sittkim greetings and hallucinations
23,1066747392471384064,2018-11-25 17:36:12,rt @bejeweled615 i'm ready for a blue wave of support nthis is my #fbrparty n #followbackresistance n ni'll follow you back if you follow
24,1066747197742505984,2018-11-25 17:35:25,rt @jennobenno doing a survey on resister ages don't you ever wonder this stuff n nplease rt for larger sample n ni'll post results
25,1066746288060809217,2018-11-25 17:31:48,rt @sittkim i know this country can and will do better #resist #resistance #fbrparty #fbr #followbackresistance n1 like n2 retweet n3 follo
26,1066745799218880512,2018-11-25 17:29:52,rt @roadkitten_ let me put this out there if there are any white people that want to attack anyone in the black community i beg of you ple
