,id,created_at,text
0,1067113330651906048,2018-11-26 17:50:18,rt @bgood12345 xf0 x9f x92 xa5 xf0 x9f x9a xa8inspector general xf0 x9f x90 x80obama official broke law to enrich family i'm not surprised xf0 x9f x91 x89 xf0 x9f x90 x80obama s administration was only ab
1,1067113217837527040,2018-11-26 17:49:51,rt @kokereport do you think we should shut down the mexico border until the wall is built
2,1067113122752688128,2018-11-26 17:49:29,rt @billoreilly on cnn in discussing the border situation puts pictures on the screen of little children their mothers strollers etc
3,1067113017299525633,2018-11-26 17:49:03,rt @davidjharrisjr he'd been deported twice and then they just found him all the way up in maryland and the dems want to abolish ice
4,1067112893273919488,2018-11-26 17:48:34,rt @realcandaceo people who say that @realdonaldtrump should stop tweeting have no idea what they're talking about n nhe should never stop
5,1067112781768404992,2018-11-26 17:48:07,rt @charliekirk11 if we put the 500 million we give to planned parenthood each year towards the border we could end illegal immigration
6,1067112669210017792,2018-11-26 17:47:40,rt @jamierodr10 amazing this is just what i needed to see this morning watch this beautiful baby girl when she gets special glasses an
7,1067112368423882759,2018-11-26 17:46:29,rt @vivalanews why does america have 13 million households that don't have enough food to eat
8,1067112251180560387,2018-11-26 17:46:01,rt @dancovfefe1 @megdogwuff well said magan n nthe deranged looney libs would rather raise money for asylum seekers then the americans
9,1067110198471315456,2018-11-26 17:37:51,@alyssa_milano wrong as a retired police officer i can guarantee there was probable cause go use appropriate forc https://t.co/66ae6hjgdy'
10,1067109848184045568,2018-11-26 17:36:28,rt @alley167 asswipe n we tear gassed a mob of illegal aliens throwing rocks and bottles at our law enforcement n hollywood stays
11,1067109770551652352,2018-11-26 17:36:09,rt @launasallai i never thought we would be alive to see this kind of lawlessness in our life time this is like watching a horror movie
12,1067109618030006272,2018-11-26 17:35:33,@dawndavis64 @vanidapeters https://t.co/repiybagow'
13,1067109488727998464,2018-11-26 17:35:02,rt @dawndavis64 can it get any worse yes it can and it will the liberals and the conservatives are polar opposites its like good vs evi
14,1067096191253458944,2018-11-26 16:42:12,breaking jerome corsi to reject mueller plea deal dan bongino https://t.co/hfoz3cvvlv via @dbongino
15,1067088843390631936,2018-11-26 16:13:00,@persistencetee @stonewall_sue say it isn't so jim is such an honest reporter https://t.co/z7tj4azsxq
16,1067088616214515717,2018-11-26 16:12:06,rt @persistencetee jim acosta incorrectly claimed migrants wouldn't storm the border katrina pierson https://t.co/7zcasjxdns
17,1067088441102323713,2018-11-26 16:11:24,rt @jeepsuzih2 ovomit you make me want to vomit xf0 x9f xa4 xae xf0 x9f xa4 xae xf0 x9f xa4 xae xf0 x9f xa4 xae n you trash americans nexcuse me we have hate tacism mommy issues nreally nyou
